content,score
tanpa di undi jadi sesuai keberkahan,5
tingkatkan lagi promo gratis ongkos dan cashback agar growth seperti chopee,5
"Keren, Mudah di gunakan, barang original, kalo bisa tambahin lagi seller2 besar nya",5
sangat mudah dan terpercaya,5
parah ke custamerr care lamaaa bangeeeeettttttt,2
mudah di pahami,5
mantap,5
"aplikasinya terasa berat, tidak bisa mulus pindah2 halaman. selalu loading muter2. padahal di sopi dan Toped lancar2 aja.",3
Sangat membantu buat usaha,5
"awalnya saya kasih bintang 5, tapi ketika 2x saya melakukan pemesanan dengan pengiriman sameday selalu telat dari yg seharusnya & pesanan tidak bisa dibatalkan, maka bintang 5 saya ganti bintang 3.",3
"aku saya terblokir dan tidak tau bagaimana cara lapor nya. padahal ramadhan ini banyak promo n byk yg mau di order. dan mau ganti no hp yg di akun bgmn caranya Krn no yg lama tidak aktif lagi, pin Blibli pun saya sudah lupa. apabila kita klik lupa pin maka SMS masuk ke no yg terdaftar di Blibli, tapi no nya udah tidak aktif lagi.mohon bantuan nya🙏🙏🙏",3
"penanganan blibli care sangat sangat buruk saya pesan HP via instant ga di cantumin no telp saya nya gmna kurir bisa komunikasi dgn yg punya paket kalau gtu....kira saya ini salah toko nya ech trnyata kta pihak toko no telp sy nya di sensor pihak blibli maka dr itu ga dicantumin di paket nya, kn marketplace yg aneh justru no telp itu penting tuk komunikasi hasil nya tuch paket di bawa ke toko lg dan...udh 3hr status pengiriman ga berubah masih mencari kurir n ga ada solusi yg trselesaikn",1
banyakin promonya nmbh keceee,5
bagussss,5
"aplikasi bobrok banget skrg , saya pesen pake kurir yg dua jam, dari kemarin sampai skrg ga dikirim kirim , mending balik lagi ke aplikasi Orange, payah blibliah , aplikasi teeeerrribeeettt",1
"Gimana sih, produk sudah di bayar tapi nggak dikirm dengan berbagai alasan, terus uang yang saya bayarkan gimana ?",1
"bli bli, bikin pengen belanja lagi belanja lagi",5
"enak si blanja di dsni gk ribet harus verifikasi ini itu lah ribet kyk mau beli nuklir aja, cuma mau beli barang di web doang, pengiriman cepet jga gk nunggu tanggal estimasi udh sampe",5
Mantappppp bosku lanjutkan bosku..... 👍🏼👍🏼👍🏼👍🏼👍🏼,5
Aplikasi Nya Buruk GK jelas,1
"mantap,",5
lemot,1
jos,5
"mau Login aja susah banget , padahal nomor bener , email bener dikirim otp berkali2 ke email sama wa , ttp aja ga bisa log in. padahal gw mau belanja , hadeh",1
"kasih 2 dulu karna tidak pernah di acc ,padahal tidak ada data cacat .",2
kebanyakan spam email dan whats app. padahal pas login di awal bilangnya ngga akan spam. demi apapun ngganggu bgt,1
aplikasi ga rekomendasi bgt buat check out online,1
gabisa login,1
"Kenapa setiap mau daftar tuh susah bgt, heran. pdhl jaringan lancar. sedih bgt",2
chat cs tau-tau di-akhiri padahl lagi ngetik dan gak idle. kesel banget jdi ngulang lagi ngantrinya,1
"mau nanya expired produk yg mau dibeli tapi nunggu antrian 80 menit baru bisa terhubung dgn customer care, sumpahhhh masa aplikasinya gini banget.. minimal bisa leave massage terhubung ke seller yg fast respon.. yg awalnya niat beli akhirnya ga jadi krn masalah kayak gini, akhirnya lebih memilih belanja di e-commerce lain yg langsung bisa terhubung ke seller jadi lebih satset",1
"Sarana chat itu seharusnya untuk komunikasi antara penjual dan pembeli bukan untuk promosi dan pesan chat seharusnya bisa dihapus tidak seperti sekarang tidak bisa dihapus, isinya promosi begitu ada yg urgent jadi tidak terbaca. Seharusnya pesan penting dipisahkan. Biaya ongkir lebih mahal 10-20% dari harga yang tertera di web jasa pengiriman. Obat resep apotek resmi pada di take down. jadi tidak ada yg menarik di blibli . blibli juga paling ngespam di email, sebar voucher² receh tidak menarik.",2
good,5
"Aplikasi yang mendukung scam. ketika penjual produk digital tidak mengirimkan produk ke pembeli, hanya disuruh lapor polisi. Platform lepas tangan.",1
sangat membantu sekali apkikasi ini,5
"Pemnayaran berhasil tapi transaksi dibatalkan, dan dana tidak dikembalikan. Chat CS nya susahnya minta ampun. Aplikasi penipu.",1
good,5
kerennnn,5
lancar prosesnya di android,5
oke,5
sejauh ini masih okee sih Blibli untuk beli barang2 elektronik,5
"ga rekomen kalo pake kurir di luar blitz, bisa 3 hari baru dapet driver instan. kecewa",1
good,5
"Notifikasi aplikasinya berisik, muncul mulu",2
mantul kali,5
Mantapp,5
mantap jiwa,5
Blibli semakin terdepan✌✌✌,5
Mantab,5
"ok, ringkas dan dipercaya",5
mantap😍,5
memungkinkan,5
very usefull....good app,5
br pertama kali ajukan spaylater blibli data sudah lengkap dan di kasih limit 1.500.000 pas pakai sekali itu pun saya bayar lunas belum 30 hari.eh ternyata spaylater blibli tiba2 di tanggung kan.gak masuk akal chat sama cs nya katanya data kurang.gak masuk akal data kurang.kalau data kurang kenapa saya bisa pakai spaylater blibli?kan gak masuk akal saya bukan hy pakai spaylater blibli saya juga pakai spaylater yg lain.yg lain gak begitu hy spaylater blibli yg asal2 tanggungkan spaylater konsumen,1
"bayar terus kok, ditanggukan",1
bagus,5
bnyk bonus,5
ok,5
gajelas beli e-money aja dari tanggal 28 sampai skrng belum masuk masuk,1
"ga lengkap, kurang seru produknya, harga pun mahal, 🗿",1
"cepat, akurat mudah2an amanah",5
Mudah belanjanya,5
"ada sedikit yg kurang nyaman, sulit ganti nomer hp, tapi email masih tetap.. Hanya perlu tambahkan info nomer HP baru dikolom alamat akun dan kurir pengantarnya.",5
praktis tenkyu Blibli...,5
sepertinya Bagus semoga semakin banyak promonya,4
oke,5
mantap promosi,5
very good processing,5
"ini gimana ka saya mau transaksi sekalian mau di tukar koinnya tapi pas mau bayar pake gopay ga bisa, saldo tidak cukup udah jelas-jelas saldonya cukup kan aneh gimana ini, tolong di perbaiki lagi nanti kasih bintang 5",2
belanja mudah dan menyenangkan,5
bagus pokoknya.puas,5
"aplikasi sampah.. baru didownload malah ga bs dibuka server dalam perbaikan,. !! sekelas blibli yg uda termasuk pemain lama tp kualitasnya kek gini",1
tul mantul,5
sangat bagus bagus,5
"sungguh mengecewakan, untuk pembelian produk Huawei ada promo bliblicare+ 6 bulannya ternyat tidak dapat otomatis. saat ingin mencentang ada kesalahan sistem. udah melapor ke bliblicare juga tidak mendapat solusi.",1
"bagus sekali, refund pun cepat",5
mantap,5
mantap luar biasa,5
gak pake aplikasi ini gimana caranyo ngeblok aplikasi blibli,1
simpel dan banyak promo,5
"Saya suka..saya suka..packing rapih,, cepat sampai,, dan free ongkir..",5
menyelesaikan masalah tanpa masalah,5
terbaik,5
pasti ori,5
mantep promo sam cash back nya mantul banget banyak banget,5
"blibli mantap, banyak barang dengan brand kualitas tinggi",5
BliBli Terbaik,5
"Loading dan aksesnya cepat, tapi tampilan terlalu meriah",4
"pengiriman cepet, pengemasan juga rapi",5
sayang banget aplikasi yang satu ini payleter baru dipakai satu kali langsungg ditangguhkan kecewa banget,3
steady,4
gud,5
membantu,5
"Proses pembatalan sulit. Padahal pesanan masih di proses. Sudah menghubungi bliblicare , diterima oleh Satya. Tetap tidak ada solusinya. Kalau begini bagaimana bisa bersaing dengan Shopee dan Tokopedia. Terimakasih.",1
keren sih aplikasi blibli skrg,5
"mantap, banyakin lagi promo dan metode pembayarannya",5
🥰🥰🥰,5
tetap dipertahankan👍👍,5
pertahankan kualitas jual barang original.,5
tempat belanja terbaik,5
mencari kebutuhan yg mudah dan banyak pilihan nya tentu di blibli,5
mantap,5
okeys guysss,5
sangat baik,5
mantap ongkos kirim nya sangat gratis dan biaya belanjaan hemat,5
Mantap betul 👍,5
bagus,5
"mangtabs,banyak promo menarik.... good job",5
good,4
proses cepat,4
Bagus,5
"Gajelas banget katanya pengiriman lebih dari 5 hari diskon apaan mesen tgl 16 feb tgl 21 masih siap kirim Mulu,,,alesan kurir tidak ada tidak di ambil bencana alam FM segala ahh pusing mau refund nggak bisa",2
berkali2 blanja disini pembayaran cash/tf . saat ajukan paylater ditolak . aplikasi blanja gak berkualitas . cuma cari untung gak ada timbal balik ke pembeli . auto pindah blanja ke sebelah ...,2
refund pembelian saya sampai saat ini blm masuk ke saldo,1
gampang tidak ribet,5
good choice for good price,5
"tiap mau check out nambah barang selalu eror, aplikasinya kacau, niat mau belanja malah mau nyobain, ehh apk nya bermasalah",1
ok,5
ok,5
mantull,5
Mantul,5
Kerennn.... 🥰🙏🙏🙏✅,5
semoga dimudahkan,5
kacau nih apk belnja lunas barang lama di anter,1
"belanja mudah dan aman, banyak promo dan diskon untuk produk2 terbaik. rekomendasi banget",5
Oke,5
mantap betul,5
mantap dpt cashbacknya sayangnya tidak semua toko bisa gratis ongkir 😁,5
ini kenapa saya sudah menambahkan detail kecil alamat yg tepat tetapi pada saat dikirimkan alamat yg ada di paket tidak mencantumkan detail kecil tersebut yg membuat kurir hampir salah rumah,2
Barang dijamin original,5
bagus,5
mantabbbb,5
"gabisa di buka, aneh banget",1
Best..,4
"Minta update, m-mulu HBSin kuota.. otw hapus atuh•!🙏🥺",1
mudah dan cepat layanan nya,5
Aplikasi Belanja Online yg bagus,5
apknya mantap banyak promonya,5
seru bgt blnjanya,5
harus lebih banyak diskon yahhh.. biar makin semangat belanja online nya,4
mantap,5
mantulll...,5
ok,5
sangat membantu dan respon cepat,5
Bagus...,5
mendukung bangetttt promo diskon dan casback nya...,5
cepat sangat cepat.... mantap,5
sangat membantu kebutuhan setiap hari,5
respon lambat proses lambat pelayanan serba lemot susah maju ini apk,1
saya mau masuk ada tulisan mendeteksi aktivitas gak wajar,1
bangke lah sekarang. barang ga terkirim. chat sama cs pake antrian bpjs. lama banget,1
"pengiriman cepat, barang dijamin ori, packingnya rapi bgd pokoknya, selalu puas pesan di sini, dapet cashback pulak, Terima kasih blibli 🙏💕",5
apk koplok banyak error sistem adh lawak bener cuman mau ngubah alamat aja pake kejalan error sistem lawak pisan,1
mantap,3
mantap,5
"retur selesai tgl 28 Januari, sampai tgl 12 februari.... dana refund tidak jg kembali. menghubungi Blibli care cuma suruh sabar nunggu antrian 🤮",2
oke,5
cepat dan sesuai,5
terima kasih sudah sangat sangat membantu dan meringankan,5
"kaga ada opsi buat ganti kurir, seller juga maksa buat jangan pake kurir id express, padahal opsi nya emang gada dari blibli nya. gua saranin buat blibli adain opsi pilih kurir.",1
aplikasi sangat jelek,1
"Dari dulu mau jualan di Aplikasi ini, tapi rempongnya luas biasa. Mending Focus di toko oren dan Tt.... dari pd pusing dan bingung",2
"senang sekali berbelanja disini, banyak promo murah",5
masih ada beberapa fitur agak sulit,4
tidak pernah terlambat bayar tagihan paylater dan sekarang sudah lunas pembayaran tapi limit Masi di tanggukan ok fix aplikasi saya uninstall yah tidak ada penagihan lagi karena paylater saya sudah lunas🙏,1
mantap,5
mantappp,5
"1 kata buat aplikasi ini, GAJELAS gak pernah transaksi apa2 disini punya akun cuma buat bandingin harga aja tapi tiba2 kartu kredit kena scam dari aplikasi ini dengan akun atas nama orang lain proses refund? jangan tanya, belum ada sama sekali sampe sekarang sudah rugi waktu dan tenaga complain ke cs tapi gak ada hasil sama sekali jangankan dapet compliment atau apa karena prosesnya lama yang diterima cuma suruh nunggu gatau sampe kapan GAJELAS!!!",1
Tidak bisa login pake Facebook 😭,5
selalu cepat respon,5
"pengirimannya lumayan lama, tapi packing dan produknya mulus, kurir blibli ramah pol, barang barangnya kurang lengkap dan harganya lumayan lebih mahal",5
"jelek banget pembatalan dr seleruang saya dibalikin berupa voucher, saya mau kamu balikin duit saya, parah",1
"Aplikasi aneh jarang bisa di akses jika menggunakan wifi atau hostpot. wajib menggunakan data seluler, jika tidak maka akan muncul ket. KAMI MENDETEKSI AKTIFITAS TIDAK BIASA PADA AKUN ANDA. dasar aneh semakin update semakin edan",4
mantap,5
"sangat buruk saat mengisi data area untuk lokasi sangat membingungkan, waktu di cari daerah/tempat yang tersedia hanya daerah JAWA",1
keren barangnya ori dan murah,5
sangat QUICK RESPON 👍👍👍👍,5
Unduh Gratis blibli: belanja Mode Fitur lnti: Bliblimart tagihan Gadment & elektronik Fitur yang akan diisi penuh: Carian utama,5
sangat membantu,5
Mantap betul,5
"Customer care lama respons. Ada masalah jelas2 salah seller masih dibela & barang masih dikirim. Jelas2 dh dijelasin pengiriman sameday eh katanya besok. Dh dikonfirmasi gak ada orang aplikasi tetap menyarankan dikirim. Hadeeeehhh.... Otw lapor ke lembaga konsumen indonesia & Kepolisian. Auto uninstall & rekomendasikan all keluarga, friend & teman kantor autoinstall. Mengecewakan",2
server sering gangguan atau tiba tiba ada maintenance 😑,3
good,5
"saya mau checkout tp knp kendalanya selalu di alamat ya? pdhl alamat yg saya pilih sudah diisi dengan benar dan sudah sesuai tp kenapa ada tulisan muncul ""cek kembali alamat"" jd akhirnya gabisa checkout. udah chat ke CS diarahin buat logout login sudah saya lakukan tp tetep begitu.",2
mantap tpi slalu ad ongkir,5
ori berkualitas gk kaleng 2x produk yg masuk di penjualan blinli,5
Blibli solusi dari aplikasi yang lain 👍,5
"mau belanja, tapi barang tidak lengkap seperti shopee... blibli tidak ada penjualnya, atau sellernya sedikit...",1
👍,5
bagis,5
blibli terbaik,5
seneng dapet voucher,5
kenapa paylater saya di tangguhkan ya.?padahal sya gk punya tunggakn disini,2
"keren blibli, ayo lanjutkan biar orang² beralih menggunakan aplikasi blibli",5
mantap blibli,5
blibli membantu penipuan padahal ga transaksi sama sekali ga beli emas di blibli tapi bisa kebobolan bahkan akun pertama ga terverifikasi dan ga dikirim kode voucher nya saya punya bukti dr situ keluhan ditangani lambat berlarut larut sampe sore dari pengajuan .. enak ya semakin banyak penipuan yg berhasil padahal udah minta tolong dengan memberikan banyak bukti dasar pembohong,1
Alhamdulillah bagus,5
alternatif terbaik Tokopedia yang udah diakuisisi tiktok,5
pengembalian dana menunggu sampai 10 hari kerja hahahahahah.setelah itu aku mau uninstal.cepetan kembalikan saldo dana dong.aku mau uninstal aplikasi blibli,1
sangata memudhakna untuk belanja dirumah banyak diskon pengiriman cepaat,5
"I can't log in, how do I do it?",1
semoga pengajuan playlater ku di proses dengan lancar,5
bintang yg bicara,5
sangat bagus,5
JOSSS GANDOOSSSS,5
"buat blibli coba dong opsi jasa pengiriman nya kita yang milih kaya aplikasi oren jgn ditentuin otomatis gitu , ditambah kalo gratis ongkir misal 2toko ongkirnya malah jadi ga gratis gara2 dibagi2 gitu . ga kaya sebelah mau co beda toko 3 sekaligus tetep gratis ongkir full Rp.0 . masukan aja biar lebih banyak peminatnya .",3
notif nya berisik gk jelas,1
JIKA SAYA BISA MEMINTA TIDAK ADA PENILAIAN BINTANG .. LEBIH BAIK TIDAK .. TP KARENA MEMANG HARUS .. BAIK SAYA KASIH SATU.. SAMA HALNYA DGN PENGAJUAN SAYA SELALU DI TOLAK .. MASA 1 SAJA TIDAK BISA MEMBANTU.. TP IKLANNYA BAGUS .. PADAHAL NILAI KRIDIT SAYA BAGUS ..TP TIDAK ADA SOLUSI ... SKRG AKUN SAYA DIBLOKIT KARENA BERULANG KALI PEMBATALAN. ITU KARENA RASA KECEWA .. 1 HAL SAJA TIDAK DI PERTIMBANGKAN. TRMKSH,1
"blibli care lama amat responnya 33 menit loading kaga, gak guna amat",2
thats simple,5
baru juga mau dftar udh d tolak,1
"sumpah ini platform ecommerce gk rekomendasi. chat cs susah, pembatalan karena salah alamat susah",1
oke banget,5
bagus,1
"tempat blanja online terbaik buat yg nyari barang"" ORI 👍",5
Blibli sangat murah meriah,5
Blibli Keren dan fash Delivery,5
"2 kelemahan Blibli. 1- gratis ongkir 100% (Rp.0) cuma berlaku jika belanja di 1 seller. Saat belanja di beberapa seller, voucher gratis ongkir itu dibagi (jika ongkir melewati batas voucher maka sisa ongkir dikenakan). Di e-commerce belanja di banyak seller pun bisa ongkir Rp.0 | 2- Poin dari review akan diterima JIKA harga barang min 50K, jadi barang2 dibawah 50K ga akan dapat poin review. *GA PERLU minta saya hubungi CS via apapun, keluhan saya diatas HARUSNYA sudah sangat jelas.",2
bagus,5
"enak ,,kalau bisa pay later,,belanja lebih terjadwal, pertahankan ya, kualitas nya",5
"respon lambat banget, bliblicare harus nunggu 34 menit 4 detik, kaya bikin ktp njir, terus bliblicare ngarahin suruh pake kode voucher seller buat ganti barang malah ngga bisa di pake, ditambah baru sekali pake paylater udah langsung di tangguhkan, ni apk mau nipu apa gimana sih",1
puas belanja d sini,4
Mantappp betulllll👍👍👍👍👍,5
keren,5
"poin tiba"" hilang.ud jelas,,akan exp 6 februari,,masih januari,,tiba"" ud gak ada.90ribu sekian poin tiba"" gak ada.gila aja.kecewa abis.hapus aja dah nih aplikasi.",1
mantab betul,5
just clear cache n clean the phone i used again later tks,5
Sangat bagus!,5
"males nya blibi ribet & sangat susah buat urusan financial...,ga kaya e comerece yg lain 🤣🤣🤣",1
banyak bug,1
good nice,5
"bagus,barang nya ORI ORI,tidak ada barang kw bertebaran kayak di apk Oren,terpercaya",5
top bgt,5
pengirimanya lelet klo pake JNE.,1
aplikasi erorrrr,1
nice,5
"Tampilan paling jelek selama hidupnya Blibli. Terutama halaman flash sale. Tiap klik suatu produk, dan back maka akan kembali ke awal.. sungguh menyebalkan. Kalo ada bintang minus sy kasih minus dulu dech...",1
"deskripsi barang nya kurang lengkap, foto deskripsi cuma 3 buah foto, tdk menggambarkan keseluruhan dan kualitas produk ,ditingkatkan lagi agar menjadi bintang 5",2
beli plz kna biaya platform KLH jauh Ama aplikasi lain,1
nice,5
apakah aplikasi ini menyediakan sistem COD ?,2
baru coba belanja langsung di batalkan.jadi kayak kurang percaya.,1
berisik,1
"hai kak,mau tanya EMG kl mau byr cicilan blibli hrs pakek buka dlu apknya ya,kl kita udah tau kodenya trs langsung byr emg selalu gagal?",3
mantap,5
agak lumayan baik sistemnya,4
"Blibli mudah digunakan, barang orisinal dan terpercaya!",5
mudah belanja di Blibli dan harga nya murah terimakasih Blibli,5
ok,5
bagus,5
mantap lah,5
puas,5
keren dan mudah digunakan,5
pengajuan paylater di blibli blm di setujui..dan menunggu bulan berikutnya saya mohon data saya di hps dan apa bila di kemudian hari ada yg mengatasnamakan saya..saya tidak bertanggung jawab dan saya uninstal,2
"Jangan belanja di blibli, sumpah e-commerce paling ribet, proses refund ribet lambat, tokonya juga maen tahan tahan saldo kita",1
"sangat bagus secara ui, tidak terasa berat seperti aplikasi ijo. terimakasih",5
"sangat membantu, semoga kedepannya lbh baik dan lebih inovatif. mksh Blibli",5
mantap,5
"sebagian koin, masa berlaku nya hanya 1 (satu) bulan..",3
bagus banget,5
cukup baik,4
"NYOBA DOWNLOAD BLIBLI TAPI KURANG MENARIK .TIDAK ADA CICILAN 0% ,NGGAK KAYA TOKO OREN TENOR 6 BULAN MASIH DAPAT CICILAN 0% DI BLIBLI KENA BUNGA LUMAYAN😅, UN INSTAL LAGI",2
luar biasa blibli ok bangett,5
apk ga jelas ga bisa refund,1
baik,5
"Sip, sesi perdana pindah platform belanja Online, semoga lebih aman dari platform tetangga",5
3 aja dulu soalnya pengguna baru,3
program ini Alhamdulillah sangat bermanfaat bagi pencari nafkah/pebisnis online dsb dgn baik dan benar,5
Alhamdulillah bagus aman simple dan praktis,5
baik,5
semoga selalu banyak promo jadi lebih senang belanja disini . makasih,5
"udah 5 hari jelesan barang retur dari pihak seller yang tidak koperatif tapi masih saja di bela ama pihak bli"", sampai kapan itu dana di tahan kekurangan duit apa pihak bli"", yang punya saham di bli""mending tarik aja sangat jelek",1
"aplikasi bagus banyak promo di iklannya. tp saya uninstall ya. saya belum pernah ada transaksi di blibli, nah pas mau mencoba transaksi tapi TIDAK BISA. TRANSAKSI SAYA BATALKAN. SAYA TIDAK PERNAH ADA TRANSAKSI APAPUN. Jadi per tanggal 25 Januari 2026 aplikasi blibli sudah saya UNINSTAL. Jika ada apa apa atau ada yg menyalahkan gunakan data saya, saya tidak mau bertanggung jawab. trimakasih",5
Mudah digunakan dan tidak ribet,5
oks,5
sangat membantu,5
mantap,5
good,5
pesanan di batalkan .. voucher gratis ongkir gak balik lagi ... kecewa ..,2
"ternyata benar, pembelian pertamaku bermasalah.... paket nya tidak nyampe nyampe...... mungkin ini menjadi pembelian terakhirku di aplikasi ini....",1
semoga blibli kedepanya nambahin fitur uploud video buat affiliate 🙏🙏,5
good apps,5
"""belum bisa akses halaman ini"". padahal mau nyoba. eh first impression yang buruk.",1
sampai saat ini saya senang semoga saya dapat mengikuti langkah selanjutnya,5
sekarang pelit voucher untuk tagihan listrik dll,1
selama ini yang saya tahu bli bli selalu menjaga nama baik....saya mulai kurang percaya dengan apk ini....saya pesan barang tanggal 22 Januari di beranda tertulis di jamin tiba tanggal 24 s/d 26 Januari.....tapi sampai saat ini status masih proses.....dan saya cek di bli bli care pesanan baru akan di kemas tanggal 26 Januari....saya kecewa...sedangkan barang yang saya pesan sangat saya butuh kan.....jadi ga respect....,2
Maaf ya baru coba ini ntar kalo udah siip lagi ane tambahin dah bintangnya,5
"susah sekali mau login. keluar aplikasi blibli karena mau lihat kode di email, eh pas balik ke blibli mau ketik kodenya malah tampilanya ngulang login dari awal.",3
like,5
Belum pengalaman,5
mantap,5
"kenapa aplikasi tiba tiba keluar, login lagi gak bisa bisa. haduhhhh",1
sangat mudah buat transaksi dan banyak vocer pilihannya🫰🏻🥰🥰,5
mntap,3
lenngkap,4
ok baik,5
top banget blibli,5
rekomended,5
ok,5
mantaabb,5
"UI/UX Nya paling top di antara semua, bisa QRIS itu letak asik nya, semua nya oke gaada keluhan apapun, cuman 1 yang di sayangkan, kurang voucer gratis ongkir, masih kalah dengan sho*pee, overall oke cuman itu yg saya harap ada perbaikan.",4
"belanja di blibli knp ya, klo mw cod justru ongkirnya bhknn bisa lebih mahal dr harga brgnya?",1
keren,5
"pengguna baru udah dikasih, ""Gagal menyimpan alamat. Coba lagi, ya.""",1
"Aplikasi tolol,, ga bisa diakses,,keterangan transaksi mencurigakan,, dasar bego Dikomplen udah seminggu ga mampu menyelesaikan",1
terbaik,5
top blibli,5
"Barang Yang disediakan BliBli tidak terlalu lengkap, terutama daerah Kota Bekasi tidak seperti dulu, peringkat saya turun dari diamond ke gold dan kecewanya lagi pengguna kartu kredit BCA blibli bonus menjadi point bukan cashback..",2
Aplikasi OLshop yg anti mainstream...,5
keren,5
Blibli kurang komplit produk nya,1
bagus dan luar biasa,5
"aplikasi jelek, buka chat ga bisa. mana udah CO akun netflix penjualnya ga bisa dihubungi. mau return juga ga bisa",1
mantab betul,5
mantap,5
aplikasi marketplace apa ini.. mau login aja susah harus pakai email sama HP.. udah masukin keduanya tetap ngga bisa masuk.. gimana mau bersaing marketplace abal abal kaya gini.. mempersulit pengguna..,1
"ok,,,",5
jos,5
"Bug nya perbaiki dong. Saya selalu search barang2 sering muncul coba lagi, terkadang tidak bisa dibuka, harus buka ulang dulu apk nya biar bisa dibuka",3
Baik,5
"bagus aplikasinya, recomended",5
"Mau nanya solusi pesanan dengan ngechat admin yang ada di Blibli juga selalu lambat,lemot,lelet, error dan ngelag, payah banget ini aplikasi.",1
"jangan belanja pakai bli2 online. aplilasi loading, seller kebanyakan penipu,. saya barusan ketipu. order poco F7pro, yg dateng X7 pro. selisih 2 juta harga Henphone. yg saya bayar harga 7.5. yg dateng harga 5juta. sangat di sayangkan.",1
good,5
Best,5
bnykin promonya,5
"masukan buat bli bli, barang tidak selengkap kompetitor, banyak barang di cari disini gak ada, padahal di kompetitor banyak baik ijo maupun orange, biaya ongkir muahal, tidak selalu gratis ongkir, belum lagi, brang yang sama di kompetitor bisa lebih murah 20-30% bisa lebih kadang2, pengiriman kdang normal kdang lama, fitur masih kalah jaih sama kompetitor.. dan seperti tidak ada perbaikan, kalau gini2 trus lama2 bisa kyk buka lapak,",1
Bagus sekali,5
baru pertama kali..langsung .masukk..mantap,5
good mantap lah 🥰🥰🥰🥰,5
"Saya daftar paylater sudah 2x di blibli selalu di tolak payah, ini aplikaai gak recomend payah.",2
Masi ada penjual streaming bodong,1
mantap,5
"aplikasi lemott refund barang saya gak balik2 padah udah seminggu lebih, saya beli barang 23k, dan katanya stoknya habis, setelah saya tunggu seminggu lebih gak balik2 uangnya, aplikasi gak jelass",1
Makasih Bs🏆 banyak yah,5
mudah dan jelas intruksinya,5
mantap,5
Cepat responnya,5
mantap,5
Mantappp. 👍👍👍👍👍,5
Semoga barang yang dibeli terbaik/ORI Bayar COD,5
mudah dan simpel,5
"saat saya membuat pin bliblipay refund saat kode otp di kirim tidak ada sms masuk padahal nomor sudah pas, saya coba lagi ada pesan server sedang bermasalah silahkan chat customer care saat saya hubungi ada pesan wah kamu salah jalan saya chat wa malah Ai yang jawab saya kirim ke email malah belum ada balasan dan saldo refund saya malah gak bisa saya gunakan",1
Sangat membantu dalam memenuhi kebutuhan rumah tangga,5
mantap,5
top,5
"Aneh gw pesan kalkulator dengan voucher gratis ongkir, pas udah pesan dan bayar malah gagal, tapi voucher gratis ongkir nya udah gak bisa digunakan lagi. Kecewa berat padahal butuh banget buat ujian.",1
bismillah,5
belanja hemat tanpa drama,5
aplikasi sampah,1
keren,5
semoga sesuai dengan pesanan,5
harga produk nya mahal mahal banget dan juga ongkosnya mahal banget,1
"untuk produk dibli bli harus dibuat informasi produk baru atau second, sehingga pelanggan mengetahui kondisi barang",5
sangat membantu pembelanjaan,5
2017 pernah buat akun tpi ga kepake sekarang 2026 baru ke pake dan co barang pertama,5
"kenapa saya jadi ada tagihan Blibli di aplikasi BRI ceria, padahal tidak ada riwayat pembelian atau pinjaman si aplikasi Blibli",1
good,5
belanja hemat dan ga ribed,5
semoga amanah....baru coba,5
"PERUSAHAAN LEMOT. Transaksi gagal kesalahan dari perusahaan Blibli nya, dana refund harus nunggu lama.",1
sayah sering belanja disinih baru kali ini sayah mau nyobaian payleter ehh baru juga pengajuan payleter udh di tolak 😅 padahal sayah belum mempunyai payleter dimana pun. awas yah data sayah jaga baik2. sayah blum pernah kredit barang apa2 di blibli terimakasih 🙏 kembali ke Shopee lagi yg lebih amanah,1
toooooooppppppp,5
ok,4
okay,5
mantap,5
"ini knp aplikasi blibli selalu error ya? tampilan halamannya jg cuma stgh, nama sy muncul tp ga bs klik apapun semua error. udh sy delete dan install ulang bisa dipake sehari. bsknya buka lg eror lg dst. mosok sy hrs selalu delete dan install ulang trs tiap x mau pakai??",2
Ok banget,5
"KALIAN HARUS TAU, BLI BLI ITU BARANG NYA SELALU ASLI GA KW AKSKDHSJAKSJSB",5
Good,5
mantap,5
Bagus,5
mantap no ribet2,5
aplikasi kebanyakan erornya,2
Mantap,5
utk menghargai,5
mudah d gunakan,5
proses transaksi mudah... pengalaman pertama belanja pakai aplikasi Blibli.. semoga selalu lancar.,5
bagus semoga toko asli semua gak fake,5
pembayaran pesanan mudah,5
ok,5
Apl nya bagus dan semua barabg ori,4
pengajuan aja blm . udah di tolak aja. ga ngerasa kaliii anehh,3
semuanya masih ok . .,4
mantap jiwa,5
good,5
"kecewa dengan aplikasi Blibli, sya dpat hadiah dari gebyar BCA berupa logam mulia, tpi dari pihak Blibli nya membatalkan secara sepihak pengiriman hadiah itu, jelas tertulis ""seller tidak merespon pesanan"" tpi sya yg di salahin",1
mantap 👍,5
mantappp blibli memang oke banget dan terpercaya apalagi untuk barang-barang branded.,5
Mantaabbss Betullss,5
Ok,5
Ngeri ngeri dahsyat ni aplikasi.Waowww banget dah,5
mantap,5
klik klik klik clear Masya Allah tabbarakallah Alhamdulillah ya Allah ya Robbal Al Aamiin sukses ya bli bli mempermudah prosesnya sukses di udara air dan darat tentunya berkah dunia dan akhiratnya Aamiin,5
🌟5 biar naik keatas dan jaga selalu,5
"Ok banget, cepat, praktis. dan terpercaya",5
niku hrga pas,1
ok,5
"respon lama , barang jg gajelas udh sampe mana",1
Blibli ini cape k saya mendownload kamu juga yang punya kurang kan harga nya,3
